sentence,sentiment,cleaned_sentence,positive_score,negative_score,neutral_score,tiempo_fuzzification,sentimiento_defuzzificado,tiempo_defuzzificacion,tiempo_total
rt rt great someone s sitting in the shade today because someone planted a tree a long time ago warren buffet,Positive,rt rt great someone s sitting in the shade today because someone planted a tree a long time ago warren buffet,0.194,0.0,0.806,0.008999995770864189,Neutral,0.08740000339457765,0.09639999916544184
warren buffet became for a time the richest man in the united states not by working but investing in big idea which lead to the fortune,Positive,warren buffet became for a time the richest man in the united states not by working but investing in big idea which lead to the fortune,0.151,0.0,0.849,0.009000003046821803,Neutral,0.08710000111022964,0.09610000415705144
according to the create a school notre dame will have receivers in ncaa at or higher rating sweet,Positive,according to the create a school notre dame will have receivers in ncaa at or higher rating sweet,0.254,0.0,0.746,0.008999995770864189,Neutral,0.0897999998414889,0.09879999561235309
it s definitely under warranty amp my experience is the amazon support for kindle is great had to contact them about my kindle,Positive,it s definitely under warranty amp my experience is the amazon support for kindle is great had to contact them about my kindle,0.384,0.0,0.616,0.009000003046821803,Positive,0.134599999000784,0.1436000020476058
time warner road runner customer support here absolutely blows i hate not having other high speed net options i m ready to go nuclear,Negative,time warner road runner customer support here absolutely blows i hate not having other high speed net options i m ready to go nuclear,0.191,0.146,0.662,0.009499999578110874,Neutral,0.09380000119563192,0.1033000007737428
time warner cable phone reps r dumber than nails ugh cable was working mins ago now its not wtf,Negative,time warner cable phone reps r dumber than nails ugh cable was working mins ago now its not wtf,0.131,0.227,0.642,0.009499999578110874,Neutral,0.0790999984019436,0.08859999798005447
we tried but time warner wasn t being nice so we recorded today,Negative,we tried but time warner wasn t being nice so we recorded today,0.252,0.0,0.748,0.009000003046821803,Neutral,0.09960000170394778,0.10860000475076959
omg time warner f ed up my internet install instead of today its now next saturday another week w o internet amp ehfa v fhg fml,Negative,omg time warner f ed up my internet install instead of today its now next saturday another week w o internet amp ehfa v fhg fml,0.0,0.0,1.0,0.008499999239575118,Neutral,0.1548000000184402,0.1632999992580153
wth i have never seen a line this loooong at time warner before ugh,Negative,wth i have never seen a line this loooong at time warner before ugh,0.0,0.383,0.617,0.011600001016631722,Negative,0.11339999764459208,0.1249999986612238
impatiently awaiting the arrival of the time warner guy it s way too pretty to be inside all afternoon,Negative,impatiently awaiting the arrival of the time warner guy it s way too pretty to be inside all afternoon,0.146,0.123,0.731,0.009399998816661537,Neutral,0.08469999738736078,0.09409999620402232
naive bayes using em for text classification really frustrating,Negative,naive bayes using em for text classification really frustrating,0.0,0.431,0.569,0.009099996532313526,Negative,0.07159999950090423,0.08069999603321776
we went to stanford university today got a tour made me want to go back to college it s also decided all of our kids will go there,Positive,we went to stanford university today got a tour made me want to go back to college it s also decided all of our kids will go there,0.049,0.0,0.951,0.00910000380827114,Neutral,0.0990999978967011,0.10820000170497224
if you re being harassed by calls about your car warranty changing your number won t fix that they call every number d bags,Negative,if you re being harassed by calls about your car warranty changing your number won t fix that they call every number d bags,0.227,0.126,0.647,0.009399998816661537,Neutral,0.07609999738633633,0.08549999620299786
just blocked united blood services using google voice they call more than those car warranty guys,Negative,just blocked united blood services using google voice they call more than those car warranty guys,0.148,0.111,0.741,0.009399998816661537,Neutral,0.13349999790079892,0.14289999671746045
at amp t is complete fail,Negative,at amp t is complete fail,0.0,0.467,0.533,0.009099996532313526,Negative,0.0731999971321784,0.08229999366449192
oh snap you work at at amp t don t you,Negative,oh snap you work at at amp t don t you,0.0,0.0,1.0,0.009399998816661537,Neutral,0.10489999840501696,0.1142999972216785
i really dont want at amp t phone service they suck when it comes to having a signal,Negative,i really dont want at amp t phone service they suck when it comes to having a signal,0.0,0.253,0.747,0.009900002623908222,Neutral,0.08280000474769622,0.09270000737160444
i say we just cut out the small talk at amp t s new slogan f__k you give us your money apologies to bob geldof,Negative,i say we just cut out the small talk at amp t s new slogan fk you give us your money apologies to bob geldof,0.0,0.091,0.909,0.009899995347950608,Neutral,0.09760000102687627,0.10749999637482688
pissed about at amp t s mid contract upgrade price for the iphone it s more i m not going to pay for something i thought was,Negative,pissed about at amp t s mid contract upgrade price for the iphone it s more i m not going to pay for something i thought was,0.053,0.171,0.776,0.010399999155197293,Neutral,0.08510000043315813,0.09549999958835542
safari is fast even on my shitty at amp t tethering,Negative,safari is fast even on my shitty at amp t tethering,0.0,0.286,0.714,0.013899996702093631,Neutral,0.08550000347895548,0.09940000018104911
what is at amp t fucking up,Negative,what is at amp t fucking up,0.0,0.0,1.0,0.009399998816661537,Neutral,0.13349999790079892,0.14289999671746045
at amp t dropped the ball and isn t supporting crap with the new iphone fail att sucks,Negative,at amp t dropped the ball and isn t supporting crap with the new iphone fail att sucks,0.123,0.366,0.511,0.01049999991664663,Neutral,0.11360000644344836,0.124100006360095
yay glad you got the phone still damn you at amp t,Negative,yay glad you got the phone still damn you at amp t,0.374,0.158,0.468,0.01049999991664663,Neutral,0.10320000001229346,0.11369999992894009
talk is cheap bing that i ll stick with google,Negative,talk is cheap bing that i ll stick with google,0.0,0.0,1.0,0.009499999578110874,Neutral,0.10620000102790073,0.1157000006060116
wtf is the point of deleting tweets if they can still be found in summize and searches twitter please fix that thanks and bye,Negative,wtf is the point of deleting tweets if they can still be found in summize and searches twitter please fix that thanks and bye,0.173,0.127,0.7,0.01080000220099464,Neutral,0.13839999883202836,0.149200001033023
i love google translator too d good day mate,Positive,i love google translator too d good day mate,0.587,0.0,0.413,0.010600000678095967,Positive,0.07499999628635123,0.0855999969644472
reading on my new kindle,Positive,reading on my new kindle,0.0,0.0,1.0,0.009499999578110874,Neutral,0.11100000119768083,0.1205000007757917
my kindle came and i love it,Positive,my kindle came and i love it,0.457,0.0,0.543,0.010099996870849282,Positive,0.09169999975711107,0.10179999662796035
loving my new kindle named her kendra in case u were wondering the cookbook is the tool cuz it tells u all the tricks best gift evr,Positive,loving my new kindle named her kendra in case u were wondering the cookbook is the tool cuz it tells u all the tricks best gift evr,0.328,0.045,0.627,0.010600000678095967,Positive,0.17300000035902485,0.18360000103712082
the real aig scandal,Negative,the real aig scandal,0.0,0.492,0.508,0.016900004993658513,Negative,0.10189999738940969,0.1188000023830682
obama is quite a good comedian check out his dinner speech on cnn very funny jokes,Positive,obama is quite a good comedian check out his dinner speech on cnn very funny jokes,0.512,0.0,0.488,0.015199999324977398,Positive,0.09879999561235309,0.11399999493733048
barack obama shows his funny side gt gt great speech,Positive,barack obama shows his funny side gt gt great speech,0.651,0.0,0.349,0.016599995433352888,Positive,0.10740000288933516,0.12399999832268804
i like this guy barack obama shows his funny side gt gt,Positive,i like this guy barack obama shows his funny side gt gt,0.578,0.0,0.422,0.016699996194802225,Positive,0.07809999806340784,0.09479999425821006
obama s speech was pretty awesome last night,Positive,obama s speech was pretty awesome last night,0.593,0.0,0.407,0.016400001186411828,Positive,0.0655999974696897,0.08199999865610152
reading bill clinton fail obama win,Positive,reading bill clinton fail obama win,0.336,0.31,0.354,0.019099999917671084,Neutral,0.09210000280290842,0.1112000027205795
obama more popular than u s among arabs survey president barack obama s popularity in leading arab countries,Positive,obama more popular than u s among arabs survey president barack obama s popularity in leading arab countries,0.323,0.0,0.677,0.009999996109399945,Positive,0.0897999998414889,0.09979999595088884
obama s got jokes haha just got to watch a bit of his after dinner speech from last night i m in love with mr president,Positive,obama s got jokes haha just got to watch a bit of his after dinner speech from last night i m in love with mr president,0.326,0.0,0.674,0.009999996109399945,Positive,0.08589999924879521,0.09589999535819516
lebron james got in a car accident i guess just heard it on evening news wow i cant believe it will he be ok,Negative,lebron james got in a car accident i guess just heard it on evening news wow i cant believe it will he be ok,0.221,0.114,0.664,0.010900002962443978,Neutral,0.0790999984019436,0.09000000136438757
is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,Positive,is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,0.167,0.0,0.833,0.010000003385357559,Neutral,0.09310000314144418,0.10310000652680174
no lebron is the best,Positive,no lebron is the best,0.447,0.234,0.319,0.01069999416358769,Neutral,0.08990000060293823,0.10059999476652592
lebron is cool i like his personality he has good character,Positive,lebron is cool i like his personality he has good character,0.524,0.0,0.476,0.016400001186411828,Positive,0.07259999983943999,0.08900000102585182
watching lebron highlights damn that niggas good,Positive,watching lebron highlights damn that niggas good,0.242,0.425,0.333,0.010899995686486363,Neutral,0.09190000128000975,0.10279999696649611
lebron is murdering shit,Positive,lebron is murdering shit,0.0,0.798,0.202,0.010600000678095967,Negative,0.07580000237794593,0.0864000030560419
lebron is a monsta and he is only smh the world ain t ready,Positive,lebron is a monsta and he is only smh the world ain t ready,0.169,0.155,0.676,0.010799994925037026,Neutral,0.07820000610081479,0.08900000102585182
when lebron is done in the nba he will probably be greater than kobe like u said kobe is good but there alot of good players,Positive,when lebron is done in the nba he will probably be greater than kobe like u said kobe is good but there alot of good players,0.307,0.0,0.693,0.010000003385357559,Neutral,0.08450000314041972,0.09450000652577728
kobe is good bt lebron has my vote,Positive,kobe is good bt lebron has my vote,0.293,0.0,0.707,0.009000003046821803,Neutral,0.08379999781027436,0.09280000085709617
kobe is the best in the world not lebron,Negative,kobe is the best in the world not lebron,0.344,0.0,0.656,0.0092999980552122,Positive,0.09270000009564683,0.10199999815085903
world cup access damn that s a good look,Positive,world cup access damn that s a good look,0.274,0.255,0.472,0.00960000033956021,Neutral,0.08450000314041972,0.09410000347997993
just bought my tickets for the fifa world cup in south africa its going to be a great summer,Positive,just bought my tickets for the fifa world cup in south africa its going to be a great summer,0.194,0.0,0.806,0.01049999991664663,Neutral,0.09150000551017001,0.10200000542681664
i have to go to booz allen hamilton for a hr meeting but then i get to go home,Negative,i have to go to booz allen hamilton for a hr meeting but then i get to go home,0.0,0.0,1.0,0.009399998816661537,Neutral,0.11549999908311293,0.12489999789977446
the great indian tamasha truly will unfold from may the result day for indian general election,Positive,the great indian tamasha truly will unfold from may the result day for indian general election,0.333,0.0,0.667,0.009999996109399945,Positive,0.08550000347895548,0.09549999958835542
i have the kindle i ve seen pictures of the dx but haven t seen it in person i love my kindle i m on it everyday,Positive,i have the kindle i ve seen pictures of the dx but haven t seen it in person i love my kindle i m on it everyday,0.212,0.092,0.696,0.011199997970834374,Neutral,0.07760000153211877,0.08879999950295314
such an awesome idea the continual learning program with a kindle,Positive,such an awesome idea the continual learning program with a kindle,0.313,0.0,0.687,0.009000003046821803,Neutral,0.08969999908003956,0.09870000212686136
ooooh what model are you getting i have the d and love love love love it,Positive,ooooh what model are you getting i have the d and love love love love it,0.627,0.0,0.373,0.0092999980552122,Positive,0.06629999552387744,0.07559999357908964
the times of india the wonder that is india s election,Positive,the times of india the wonder that is india s election,0.0,0.0,1.0,0.008600000001024455,Neutral,0.11050000466639176,0.11910000466741621
good video from google on using search options,Positive,good video from google on using search options,0.293,0.0,0.707,0.010700001439545304,Neutral,0.08440000237897038,0.09510000381851569
lol ah my skin is itchy damn lawnmowing,Negative,lol ah my skin is itchy damn lawnmowing,0.222,0.381,0.397,0.01049999991664663,Neutral,0.08990000060293823,0.10040000051958486
itchy back dont ya hate it,Negative,itchy back dont ya hate it,0.33,0.231,0.44,0.010600000678095967,Neutral,0.08579999848734587,0.09639999916544184
stanford charity fashion show a top draw,Positive,stanford charity fashion show a top draw,0.535,0.0,0.465,0.010100004146806896,Positive,0.07929999992484227,0.08940000407164916
stanford university s facebook profile is one of the most popular official university pages,Positive,stanford university s facebook profile is one of the most popular official university pages,0.205,0.0,0.795,0.010100004146806896,Neutral,0.08600000001024455,0.09610000415705144
lyx is cool,Positive,lyx is cool,0.535,0.0,0.465,0.009200004569720477,Positive,0.07170000026235357,0.08090000483207405
sooo dissapointed they sent danny gokey home you still rock danny my hometown hero yeah milrockee,Positive,sooo dissapointed they sent danny gokey home you still rock danny my hometown hero yeah milrockee,0.293,0.0,0.707,0.008999995770864189,Neutral,0.09019999561132863,0.09919999138219282
rt american idol fashion adam lambert tones down danny gokey cute,Positive,rt american idol fashion adam lambert tones down danny gokey cute,0.231,0.0,0.769,0.009499999578110874,Neutral,0.08949999755714089,0.09899999713525176
i love you danny gokey,Positive,i love you danny gokey,0.583,0.0,0.417,0.009099996532313526,Positive,0.07709999772487208,0.08619999425718561
so tired i didn t sleep well at all last night,Negative,so tired i didn t sleep well at all last night,0.171,0.26,0.569,0.009499999578110874,Neutral,0.07529999857069924,0.08479999814881012
boarding plane for san francisco in hour hr flight blech,Negative,boarding plane for san francisco in hour hr flight blech,0.0,0.0,1.0,0.01309999788645655,Neutral,0.10759999713627622,0.12069999502273276
bonjour san francisco my back hurts from last night,Negative,bonjour san francisco my back hurts from last night,0.0,0.279,0.721,0.009000003046821803,Neutral,0.09300000237999484,0.10200000542681664
with my best girl for a few more hours in san francisco mmmmmfamily is wonderful,Positive,with my best girl for a few more hours in san francisco mmmmmfamily is wonderful,0.397,0.0,0.603,0.009099996532313526,Positive,0.10520000068936497,0.1142999972216785
f up big or go home aig,Negative,f up big or go home aig,0.0,0.0,1.0,0.008499999239575118,Neutral,0.11579999409150332,0.12429999333107844
went to see the star trek movie last night very satisfying,Positive,went to see the star trek movie last night very satisfying,0.248,0.0,0.752,0.00910000380827114,Neutral,0.08209999941755086,0.091200003225822
i can t wait going to see star trek tonight,Positive,i can t wait going to see star trek tonight,0.0,0.0,1.0,0.008499999239575118,Neutral,0.10420000035082921,0.11269999959040433
star trek was as good as everyone said,Positive,star trek was as good as everyone said,0.293,0.0,0.707,0.009000003046821803,Neutral,0.0866999980644323,0.0957000011112541
am loving new malcolm gladwell book outliers,Positive,am loving new malcolm gladwell book outliers,0.394,0.0,0.606,0.008999995770864189,Positive,0.08920000254875049,0.09819999831961468
i highly recommend malcolm gladwell s the tipping point my next audiobook will probably be one of his as well,Positive,i highly recommend malcolm gladwell s the tipping point my next audiobook will probably be one of his as well,0.234,0.0,0.766,0.009000003046821803,Neutral,0.08230000094044954,0.09130000398727134
malcolm gladwell is a genius at tricking people into not realizing he s a fucking idiot,Negative,malcolm gladwell is a genius at tricking people into not realizing he s a fucking idiot,0.07,0.229,0.701,0.009499999578110874,Neutral,0.149500003317371,0.15900000289548188
hey no offense but malcolm gladwell is a pretenious annoying cunt and he brings you down cant read his shit,Negative,hey no offense but malcolm gladwell is a pretenious annoying cunt and he brings you down cant read his shit,0.135,0.38,0.486,0.009499999578110874,Neutral,0.09519999730400741,0.10469999688211828
rt great article by malcolm gladwell,Positive,rt great article by malcolm gladwell,0.451,0.0,0.549,0.009199997293762863,Positive,0.07249999907799065,0.08169999637175351
i seriously underestimated malcolm gladwell i want to meet this dude,Positive,i seriously underestimated malcolm gladwell i want to meet this dude,0.117,0.342,0.541,0.009499999578110874,Neutral,0.09439999848837033,0.1038999980664812
i hate comcast right now everything is down cable internet amp phone ughh what am i to do,Negative,i hate comcast right now everything is down cable internet amp phone ughh what am i to do,0.0,0.198,0.802,0.00910000380827114,Neutral,0.09479999425821006,0.1038999980664812
comcast sucks,Negative,comcast sucks,0.0,0.714,0.286,0.009199997293762863,Negative,0.0681000019540079,0.07729999924777076
the day i never have to deal with comcast again will rank as one of the best days of my life,Negative,the day i never have to deal with comcast again will rank as one of the best days of my life,0.181,0.0,0.819,0.008999995770864189,Neutral,0.09049999789567664,0.09949999366654083
did comcast fail again,Negative,did comcast fail again,0.0,0.538,0.462,0.009200004569720477,Negative,0.07769999501761049,0.08689999958733097
curses the twitter api limit,Negative,curses the twitter api limit,0.0,0.0,1.0,0.008600000001024455,Neutral,0.10710000060498714,0.1157000006060116
now i can see why dave winer screams about lack of twitter api its limitations and access throttles,Negative,now i can see why dave winer screams about lack of twitter api its limitations and access throttles,0.0,0.231,0.769,0.008999995770864189,Neutral,0.08459999662591144,0.09359999239677563
arg twitter api is making me crazy,Negative,arg twitter api is making me crazy,0.0,0.286,0.714,0.009000003046821803,Neutral,0.08499999967170879,0.0940000027185306
i m really loving the new search site wolfram alpha makes google seem so quaint,Positive,i m really loving the new search site wolfram alpha makes google seem so quaint,0.259,0.0,0.741,0.009000003046821803,Neutral,0.0847000046633184,0.0937000077101402
wolfram alpha sucks even for researchers the information provided is less than you can get from google or wikipedia totally useless,Negative,wolfram alpha sucks even for researchers the information provided is less than you can get from google or wikipedia totally useless,0.0,0.227,0.773,0.01739999424898997,Neutral,0.08189999789465219,0.09929999214364216
off to the nike factory,Positive,off to the nike factory,0.0,0.0,1.0,0.008600000001024455,Neutral,0.11119999544462189,0.11979999544564635
new nike muppet commercials are pretty cute why do we live together again,Positive,new nike muppet commercials are pretty cute why do we live together again,0.36,0.0,0.64,0.009000003046821803,Positive,0.09320000390289351,0.10220000694971532
oh those are awesome i so wish they weren t owned by nike,Negative,oh those are awesome i so wish they weren t owned by nike,0.458,0.0,0.542,0.009199997293762863,Positive,0.07650000043213367,0.08569999772589654
awesome seeing the show friday at the shoreline amphitheatre never seen nin before can t wait,Positive,awesome seeing the show friday at the shoreline amphitheatre never seen nin before can t wait,0.227,0.0,0.773,0.00910000380827114,Neutral,0.08620000153314322,0.09530000534141436
arhh it s weka bug and i spent almost two hours to find that out crappy me,Negative,arhh it s weka bug and i spent almost two hours to find that out crappy me,0.0,0.205,0.795,0.012999997125007212,Neutral,0.08709999383427203,0.10009999095927924
hey bud np i do so love my d although i d love a d mkii more,Positive,hey bud np i do so love my d although i d love a d mkii more,0.587,0.0,0.413,0.009200004569720477,Positive,0.06600000051548705,0.07520000508520752
just got us a d for the office d,Positive,just got us a d for the office d,0.0,0.0,1.0,0.008600000001024455,Neutral,0.10589999874355271,0.11449999874457717
just picked up my new canon d it s beautiful prepare for some seriously awesome photography,Positive,just picked up my new canon d it s beautiful prepare for some seriously awesome photography,0.386,0.082,0.531,0.009499999578110874,Positive,0.09049999789567664,0.09999999747378752
just got my new toy canon d love love love it,Positive,just got my new toy canon d love love love it,0.643,0.0,0.357,0.009099996532313526,Positive,0.06469999789260328,0.0737999944249168
learning about lambda calculus,Positive,learning about lambda calculus,0.0,0.0,1.0,0.008800001523923129,Neutral,0.10539999493630603,0.11419999646022916
i m moving to east palo alto,Positive,i m moving to east palo alto,0.0,0.0,1.0,0.008600000001024455,Neutral,0.12870000500697643,0.13730000500800088
atebits i just finished watching your stanford iphone class session i really appreciate it you rock,Positive,atebits i just finished watching your stanford iphone class session i really appreciate it you rock,0.187,0.0,0.813,0.009099996532313526,Neutral,0.13939999917056412,0.14849999570287764
hi just saw your stanford talk and really liked your advice just saying hi from singapore yes the videos do get around,Positive,hi just saw your stanford talk and really liked your advice just saying hi from singapore yes the videos do get around,0.225,0.0,0.775,0.00910000380827114,Neutral,0.08910000178730115,0.09820000559557229
lakers tonight let s go,Positive,lakers tonight let s go,0.0,0.0,1.0,0.008600000001024455,Neutral,0.15339999663410708,0.16199999663513154
will the lakers kick the nuggets ass tonight,Positive,will the lakers kick the nuggets ass tonight,0.0,0.333,0.667,0.009099996532313526,Neutral,0.11649999942164868,0.1255999959539622
oooooooh north korea is in troubleeeee,Negative,oooooooh north korea is in troubleeeee,0.0,0.0,1.0,0.008499999239575118,Neutral,0.15070000517880544,0.15920000441838056
wat the heck is north korea doing they just conducted powerful nuclear tests follow the link,Negative,wat the heck is north korea doing they just conducted powerful nuclear tests follow the link,0.157,0.0,0.843,0.009000003046821803,Neutral,0.09210000280290842,0.10110000584973022
listening to obama friggin north korea,Negative,listening to obama friggin north korea,0.0,0.0,1.0,0.008600000001024455,Neutral,0.10589999874355271,0.11449999874457717
i just realized we three monkeys in the white obama biden pelosi sarah palin,Negative,i just realized we three monkeys in the white obama biden pelosi sarah palin,0.0,0.0,1.0,0.008499999239575118,Neutral,0.10610000026645139,0.1145999995060265
pelosi should stay in china and never come back,Negative,pelosi should stay in china and never come back,0.0,0.0,1.0,0.008499999239575118,Neutral,0.11020000238204375,0.11870000162161887
nancy pelosi gave the worst commencement speech i ve ever heard yes i m still bitter about this,Negative,nancy pelosi gave the worst commencement speech i ve ever heard yes i m still bitter about this,0.125,0.319,0.556,0.011800002539530396,Neutral,0.08070000330917537,0.09250000584870577
ugh the amount of times these stupid insects have bitten me grr,Negative,ugh the amount of times these stupid insects have bitten me grr,0.0,0.383,0.617,0.010099996870849282,Negative,0.09169999975711107,0.10179999662796035
prettiest insects ever pink katydids,Positive,prettiest insects ever pink katydids,0.481,0.0,0.519,0.010100004146806896,Positive,0.08369999704882503,0.09380000119563192
just got barraged by a horde of insects hungry for my kitchen light so scary,Negative,just got barraged by a horde of insects hungry for my kitchen light so scary,0.0,0.24,0.76,0.010100004146806896,Neutral,0.09440000576432794,0.10450000991113484
just had mcdonalds for dinner d it was goooood big mac meal,Positive,just had mcdonalds for dinner d it was goooood big mac meal,0.0,0.0,1.0,0.009399998816661537,Neutral,0.11029999586753547,0.11969999468419701
ahh yes lol ima tell my hubby to go get me sum mcdonalds,Positive,ahh yes lol ima tell my hubby to go get me sum mcdonalds,0.333,0.0,0.667,0.009999996109399945,Positive,0.09160000627161935,0.1016000023810193
stopped to have lunch at mcdonalds chicken nuggetssss yummmmmy,Positive,stopped to have lunch at mcdonalds chicken nuggetssss yummmmmy,0.0,0.192,0.808,0.009900002623908222,Neutral,0.09059999865712598,0.1005000012810342
could go for a lot of mcdonalds i mean a lot,Positive,could go for a lot of mcdonalds i mean a lot,0.0,0.0,1.0,0.009499999578110874,Neutral,0.11180000001331791,0.12129999959142879
my exam went good your prayers worked,Positive,my exam went good your prayers worked,0.326,0.0,0.674,0.00910000380827114,Positive,0.0903999971342273,0.09950000094249845
only one exam left and i am so happy for it d,Positive,only one exam left and i am so happy for it d,0.345,0.0,0.655,0.00910000380827114,Positive,0.13670000043930486,0.145800004247576
math review im going to fail the exam,Negative,math review im going to fail the exam,0.0,0.333,0.667,0.019400002202019095,Neutral,0.08820000221021473,0.10760000441223383
colin powell rocked yesterday on cbs cheney needs to shut the hell up and go home powell is a man of honor and served our country proudly,Negative,colin powell rocked yesterday on cbs cheney needs to shut the hell up and go home powell is a man of honor and served our country proudly,0.198,0.134,0.669,0.01170000177808106,Neutral,0.07680000271648169,0.08850000449456275
obviously not siding with cheney here,Negative,obviously not siding with cheney here,0.0,0.0,1.0,0.009499999578110874,Neutral,0.1373999984934926,0.14689999807160348
absolutely hilarious from,Positive,absolutely hilarious from,0.599,0.0,0.401,0.010199997632298619,Positive,0.06589999975403771,0.07609999738633633
i never did thank you for including me in your top twitter authors you rock amp i new wave d,Positive,i never did thank you for including me in your top twitter authors you rock amp i new wave d,0.095,0.112,0.793,0.01049999991664663,Neutral,0.09869999485090375,0.10919999476755038
rt awesome jquery reference book for coda webdesign,Positive,rt awesome jquery reference book for coda webdesign,0.369,0.0,0.631,0.010899995686486363,Positive,0.09380000119563192,0.10469999688211828
i ve been sending e mails like crazy today to my contacts does anyone have a contact at goodby silverstein i d love to speak to them,Positive,i ve been sending e mails like crazy today to my contacts does anyone have a contact at goodby silverstein i d love to speak to them,0.238,0.085,0.676,0.009499999578110874,Neutral,0.15809999604243785,0.16759999562054873
goodby silverstein s new site i enjoy it,Positive,goodby silverstein s new site i enjoy it,0.39,0.0,0.61,0.009000003046821803,Positive,0.19099999917671084,0.20000000222353265
wow everyone at the google i o conference got free g s with a month of unlimited service,Positive,wow everyone at the google i o conference got free g s with a month of unlimited service,0.392,0.0,0.608,0.008999995770864189,Positive,0.18500000442145392,0.1940000001923181
dood i got a free google android phone at the i o conference the g,Positive,dood i got a free google android phone at the i o conference the g,0.268,0.0,0.732,0.00910000380827114,Neutral,0.1990000018849969,0.20810000569326803
the g is amazing btw a huge improvement over the g,Positive,the g is amazing btw a huge improvement over the g,0.645,0.0,0.355,0.009199997293762863,Positive,0.15559999883407727,0.16479999612784013
html demos lots of great stuff to come yes i m excited io googleio,Positive,html demos lots of great stuff to come yes i m excited io googleio,0.505,0.0,0.495,0.009199997293762863,Positive,0.1021999996737577,0.11139999696752056
yay happy place place place i love google,Positive,yay happy place place place i love google,0.739,0.0,0.261,0.00910000380827114,Positive,0.0838999985717237,0.09300000237999484
googleio o d bringing d graphics to the browser very nice tbh funfun,Positive,googleio o d bringing d graphics to the browser very nice tbh funfun,0.256,0.0,0.744,0.008999995770864189,Neutral,0.12570000399136916,0.13469999976223335
awesome viral marketing for funny people,Positive,awesome viral marketing for funny people,0.636,0.0,0.364,0.009200004569720477,Positive,0.08019999950192869,0.08940000407164916
saw night at the museum out of sheer desperation who is funding these movies,Negative,saw night at the museum out of sheer desperation who is funding these movies,0.0,0.188,0.812,0.009099996532313526,Neutral,0.09379999391967431,0.10289999045198783
night at the museum pretty furkin good,Positive,night at the museum pretty furkin good,0.55,0.0,0.45,0.009200004569720477,Positive,0.07219999679364264,0.08140000136336312
watching night at the museum giggling,Positive,watching night at the museum giggling,0.333,0.0,0.667,0.009000003046821803,Positive,0.08879999950295314,0.09780000254977494
back from seeing star trek and night at the museum star trek was amazing but night at the museum was eh,Negative,back from seeing star trek and night at the museum star trek was amazing but night at the museum was eh,0.107,0.0,0.893,0.009000003046821803,Neutral,0.0973999995039776,0.1064000025507994
just watched night at the museum so stinkin cute,Positive,just watched night at the museum so stinkin cute,0.291,0.0,0.709,0.008999995770864189,Neutral,0.1281000004382804,0.1370999962091446
so night at the museum was awesome much better than part next weekend we ll see up,Positive,so night at the museum was awesome much better than part next weekend we ll see up,0.318,0.0,0.682,0.011399999493733048,Neutral,0.10309999925084412,0.11449999874457717
saw the new night at the museum and i loved it next is to go see up in d,Positive,saw the new night at the museum and i loved it next is to go see up in d,0.196,0.0,0.804,0.010099996870849282,Neutral,0.08960000559454784,0.09970000246539712
it is a shame about gm what if they are forced to make only cars the white house thinks will sell what do you think,Negative,it is a shame about gm what if they are forced to make only cars the white house thinks will sell what do you think,0.0,0.217,0.783,0.010000003385357559,Neutral,0.09330000466434285,0.10330000804970041
as u may have noticed not too happy about the gm situation nor aig lehman et al,Negative,as u may have noticed not too happy about the gm situation nor aig lehman et al,0.0,0.167,0.833,0.010200004908256233,Neutral,0.09549999958835542,0.10570000449661165
gm good riddance sad though,Negative,gm good riddance sad though,0.322,0.344,0.333,0.01049999991664663,Neutral,0.12600000627571717,0.1365000061923638
i will never buy a government motors vehicle until just recently i drove gm cars since when i bought a,Negative,i will never buy a government motors vehicle until just recently i drove gm cars since when i bought a,0.0,0.0,1.0,0.009499999578110874,Neutral,0.16070000128820539,0.17020000086631626
having the old coca cola guy on the gm board is stupid has heck tcot ala,Negative,having the old coca cola guy on the gm board is stupid has heck tcot ala,0.0,0.185,0.815,0.010000003385357559,Neutral,0.09349999891128391,0.10350000229664147
rantsandraves the worst thing about gm concord pleasant hill martinez is the fucking uaw,Negative,rantsandraves the worst thing about gm concord pleasant hill martinez is the fucking uaw,0.17,0.211,0.619,0.010399999155197293,Neutral,0.08379999781027436,0.09419999696547166
give a man a fish u feed him for the day teach him to fish u feed him for life buy him gm and u f k him over for good,Negative,give a man a fish u feed him for the day teach him to fish u feed him for life buy him gm and u f k him over for good,0.112,0.0,0.888,0.010000003385357559,Neutral,0.09869999485090375,0.10869999823626131
the more i hear about this gm thing the more angry i get billions wasted more bullshit all for something like k employees and all the,Negative,the more i hear about this gm thing the more angry i get billions wasted more bullshit all for something like k employees and all the,0.077,0.336,0.587,0.01049999991664663,Neutral,0.09249999857274815,0.10299999848939478
i own a gm car and it is junk as far as quality compared to a honda,Negative,i own a gm car and it is junk as far as quality compared to a honda,0.0,0.0,1.0,0.009499999578110874,Neutral,0.124100006360095,0.13360000593820587
sad day bankrupt gm,Negative,sad day bankrupt gm,0.0,0.77,0.23,0.010199997632298619,Negative,0.08410000009462237,0.09429999772692099
is upset about the whole gm thing life as i know it is so screwed up,Negative,is upset about the whole gm thing life as i know it is so screwed up,0.0,0.341,0.659,0.009999996109399945,Negative,0.09610000415705144,0.10610000026645139
